id,codigo_municipio,codigo_estado,nombre_municipio
sat_municipio_617,023,OAX,Cuilápam de Guerrero
sat_municipio_618,023,PUE,Atzitzintla
sat_municipio_619,023,SLP,Rayón
sat_municipio_620,023,SON,Cumpas
sat_municipio_621,023,TAM,Méndez
sat_municipio_622,023,TLA,Natívitas
sat_municipio_623,023,VER,Atzalan
sat_municipio_624,023,YUC,Chocholá
sat_municipio_625,023,ZAC,Juchipila
sat_municipio_626,024,COA,Parras
sat_municipio_627,024,CHH,Santa Isabel
sat_municipio_628,024,CHP,Chanal
sat_municipio_629,024,DUR,Rodeo
sat_municipio_630,024,GRO,Cualác
sat_municipio_631,024,GUA,Pueblo Nuevo
sat_municipio_632,024,HID,Huasca de Ocampo
sat_municipio_633,024,JAL,Cocula
sat_municipio_634,024,MEX,Cuautitlán
sat_municipio_635,024,MIC,Cherán
sat_municipio_636,024,MOR,Tlaltizapán de Zapata
sat_municipio_637,024,NLE,General Zaragoza
sat_municipio_638,024,OAX,Cuyamecalco Villa de Zaragoza
sat_municipio_639,024,PUE,Axutla
sat_municipio_640,024,SLP,Rioverde
sat_municipio_641,024,SON,Divisaderos
sat_municipio_642,024,TAM,Mier
sat_municipio_643,024,TLA,Panotla
sat_municipio_644,024,VER,Tlaltetela
sat_municipio_645,024,YUC,Chumayel
sat_municipio_646,024,ZAC,Loreto
sat_municipio_647,025,COA,Piedras Negras
sat_municipio_648,025,CHH,Gómez Farías
sat_municipio_649,025,CHP,Chapultenango
sat_municipio_650,025,DUR,San Bernardo
sat_municipio_651,025,GRO,Cuautepec
sat_municipio_652,025,GUA,Purísima del Rincón
sat_municipio_653,025,HID,Huautla
sat_municipio_654,025,JAL,Colotlán
sat_municipio_655,025,MEX,Chalco
sat_municipio_656,025,MIC,Chilchota
sat_municipio_657,025,MOR,Tlaquiltenango
sat_municipio_658,025,NLE,General Zuazua
sat_municipio_659,025,OAX,Chahuites
sat_municipio_660,025,PUE,Ayotoxco de Guerrero
sat_municipio_661,025,SLP,Salinas
sat_municipio_662,025,SON,Empalme
sat_municipio_663,025,TAM,Miguel Alemán
sat_municipio_664,025,TLA,San Pablo del Monte
sat_municipio_665,025,VER,Ayahualulco
sat_municipio_666,025,YUC,Dzán
sat_municipio_667,025,ZAC,Luis Moya
sat_municipio_668,026,COA,Progreso
sat_municipio_669,026,CHH,Gran Morelos
sat_municipio_670,026,CHP,Chenalhó
sat_municipio_671,026,DUR,San Dimas
sat_municipio_672,026,GRO,Cuetzala del Progreso
sat_municipio_673,026,GUA,Romita
sat_municipio_674,026,HID,Huazalingo
sat_municipio_675,026,JAL,Concepción de Buenos Aires
sat_municipio_676,026,MEX,Chapa de Mota
sat_municipio_677,026,MIC,Chinicuila
sat_municipio_678,026,MOR,Tlayacapan
sat_municipio_679,026,NLE,Guadalupe
sat_municipio_680,026,OAX,Chalcatongo de Hidalgo
sat_municipio_681,026,PUE,Calpan
sat_municipio_682,026,SLP,San Antonio
sat_municipio_683,026,SON,Etchojoa
sat_municipio_684,026,TAM,Miquihuana
sat_municipio_685,026,TLA,Santa Cruz Tlaxcala
sat_municipio_686,026,VER,Banderilla
sat_municipio_687,026,YUC,Dzemul
sat_municipio_688,026,ZAC,Mazapil
sat_municipio_689,027,COA,Ramos Arizpe
sat_municipio_690,027,CHH,Guachochi
sat_municipio_691,027,CHP,Chiapa de Corzo
sat_municipio_692,027,DUR,San Juan de Guadalupe
sat_municipio_693,027,GRO,Cutzamala de Pinzón
sat_municipio_694,027,GUA,Salamanca
sat_municipio_695,027,HID,Huehuetla
sat_municipio_696,027,JAL,Cuautitlán de García Barragán
sat_municipio_697,027,MEX,Chapultepec
sat_municipio_698,027,MIC,Chucándiro
sat_municipio_699,027,MOR,Totolapan
sat_municipio_700,027,NLE,Los Herreras
sat_municipio_701,027,OAX,Chiquihuitlán de Benito Juárez
sat_municipio_702,027,PUE,Caltepec
sat_municipio_703,027,SLP,San Ciro de Acosta
sat_municipio_704,027,SON,Fronteras
sat_municipio_705,027,TAM,Nuevo Laredo
sat_municipio_706,027,TLA,Tenancingo
sat_municipio_707,027,VER,Benito Juárez
sat_municipio_708,027,YUC,Dzidzantún
sat_municipio_709,027,ZAC,Melchor Ocampo
sat_municipio_710,028,COA,Sabinas
sat_municipio_711,028,CHH,Guadalupe
sat_municipio_712,028,CHP,Chiapilla
sat_municipio_713,028,DUR,San Juan del Río
sat_municipio_714,028,GRO,Chilapa de Álvarez
sat_municipio_715,028,GUA,Salvatierra
sat_municipio_716,028,HID,Huejutla de Reyes
sat_municipio_717,028,JAL,Cuautla
sat_municipio_718,028,MEX,Chiautla
sat_municipio_719,028,MIC,Churintzio
sat_municipio_720,028,MOR,Xochitepec
sat_municipio_721,028,NLE,Higueras
sat_municipio_722,028,OAX,Heroica Ciudad de Ejutla de Crespo
sat_municipio_723,028,PUE,Camocuautla
sat_municipio_724,028,SLP,San Luis Potosí
sat_municipio_725,028,SON,Granados
sat_municipio_726,028,TAM,Nuevo Morelos
sat_municipio_727,028,TLA,Teolocholco
sat_municipio_728,028,VER,Boca del Río
sat_municipio_729,028,YUC,Dzilam de Bravo
sat_municipio_730,028,ZAC,Mezquital del Oro
sat_municipio_731,029,COA,Sacramento
sat_municipio_732,029,CHH,Guadalupe y Calvo
sat_municipio_733,029,CHP,Chicoasén
sat_municipio_734,029,DUR,San Luis del Cordero
sat_municipio_735,029,GRO,Chilpancingo de los Bravo
sat_municipio_736,029,GUA,San Diego de la Unión
sat_municipio_737,029,HID,Huichapan
sat_municipio_738,029,JAL,Cuquío
sat_municipio_739,029,MEX,Chicoloapan
sat_municipio_740,029,MIC,Churumuco
sat_municipio_741,029,MOR,Yautepec
sat_municipio_742,029,NLE,Hualahuises
sat_municipio_743,029,OAX,Eloxochitlán de Flores Magón
sat_municipio_744,029,PUE,Caxhuacan
sat_municipio_745,029,SLP,San Martín Chalchicuautla
sat_municipio_746,029,SON,Guaymas
sat_municipio_747,029,TAM,Ocampo
sat_municipio_748,029,TLA,Tepeyanco
sat_municipio_749,029,VER,Calcahualco
sat_municipio_750,029,YUC,Dzilam González
sat_municipio_751,029,ZAC,Miguel Auza
sat_municipio_752,030,COA,Saltillo
sat_municipio_753,030,CHH,Guazapares
sat_municipio_754,030,CHP,Chicomuselo
sat_municipio_755,030,DUR,San Pedro del Gallo
sat_municipio_756,030,GRO,Florencio Villarreal
sat_municipio_757,030,GUA,San Felipe
sat_municipio_758,030,HID,Ixmiquilpan
sat_municipio_759,030,JAL,Chapala
sat_municipio_760,030,MEX,Chiconcuac
sat_municipio_761,030,MIC,Ecuandureo
sat_municipio_762,030,MOR,Yecapixtla
sat_municipio_763,030,NLE,Iturbide
sat_municipio_764,030,OAX,El Espinal
sat_municipio_765,030,PUE,Coatepec
sat_municipio_766,030,SLP,San Nicolás Tolentino
sat_municipio_767,030,SON,Hermosillo
sat_municipio_768,030,TAM,Padilla
sat_municipio_769,030,TLA,Terrenate
sat_municipio_770,030,VER,Camerino Z. Mendoza
sat_municipio_771,030,YUC,Dzitás
sat_municipio_772,030,ZAC,Momax
sat_municipio_773,031,COA,San Buenaventura
sat_municipio_774,031,CHH,Guerrero
sat_municipio_775,031,CHP,Chilón
sat_municipio_776,031,DUR,Santa Clara
sat_municipio_777,031,GRO,General Canuto A. Neri
sat_municipio_778,031,GUA,San Francisco del Rincón
sat_municipio_779,031,HID,Jacala de Ledezma
sat_municipio_780,031,JAL,Chimaltitán
sat_municipio_781,031,MEX,Chimalhuacán
sat_municipio_782,031,MIC,Epitacio Huerta
sat_municipio_783,031,MOR,Zacatepec
sat_municipio_784,031,NLE,Juárez
sat_municipio_785,031,OAX,Tamazulápam del Espíritu Santo
sat_municipio_786,031,PUE,Coatzingo
sat_municipio_787,031,SLP,Santa Catarina
sat_municipio_788,031,SON,Huachinera
sat_municipio_789,031,TAM,Palmillas
sat_municipio_790,031,TLA,Tetla de la Solidaridad
sat_municipio_791,031,VER,Carrillo Puerto
sat_municipio_792,031,YUC,Dzoncauich
sat_municipio_793,031,ZAC,Monte Escobedo
sat_municipio_794,032,COA,San Juan de Sabinas
sat_municipio_795,032,CHH,Hidalgo del Parral
sat_municipio_796,032,CHP,Escuintla
sat_municipio_797,032,DUR,Santiago Papasquiaro
sat_municipio_798,032,GRO,General Heliodoro Castillo
sat_municipio_799,032,GUA,San José Iturbide
sat_municipio_800,032,HID,Jaltocán
sat_municipio_801,032,JAL,Chiquilistlán
sat_municipio_802,032,MEX,Donato Guerra
sat_municipio_803,032,MIC,Erongarícuaro
sat_municipio_804,032,MOR,Zacualpan
sat_municipio_805,032,NLE,Lampazos de Naranjo
sat_municipio_806,032,OAX,Fresnillo de Trujano
sat_municipio_807,032,PUE,Cohetzala
sat_municipio_808,032,SLP,Santa María del Río
sat_municipio_809,032,SON,Huásabas
sat_municipio_810,032,TAM,Reynosa
sat_municipio_811,032,TLA,Tetlatlahuca
sat_municipio_812,032,VER,Catemaco
sat_municipio_813,032,YUC,Espita
sat_municipio_814,032,ZAC,Morelos
sat_municipio_815,033,COA,San Pedro
sat_municipio_816,033,CHH,Huejotitán
sat_municipio_817,033,CHP,Francisco León
sat_municipio_818,033,DUR,Súchil
sat_municipio_819,033,GRO,Huamuxtitlán
sat_municipio_820,033,GUA,San Luis de la Paz
sat_municipio_821,033,HID,Juárez Hidalgo
sat_municipio_822,033,JAL,Degollado
sat_municipio_823,033,MEX,Ecatepec de Morelos
sat_municipio_824,033,MIC,Gabriel Zamora
sat_municipio_825,033,MOR,Temoac
sat_municipio_826,033,NLE,Linares
sat_municipio_827,033,OAX,Guadalupe Etla
sat_municipio_828,033,PUE,Cohuecan
sat_municipio_829,033,SLP,Santo Domingo
sat_municipio_830,033,SON,Huatabampo
sat_municipio_831,033,TAM,Río Bravo
sat_municipio_832,033,TLA,Tlaxcala
sat_municipio_833,033,VER,Cazones de Herrera
sat_municipio_834,033,YUC,Halachó
sat_municipio_835,033,ZAC,Moyahua de Estrada
sat_municipio_836,034,COA,Sierra Mojada
sat_municipio_837,034,CHH,Ignacio Zaragoza
sat_municipio_838,034,CHP,Frontera Comalapa
sat_municipio_839,034,DUR,Tamazula
sat_municipio_840,034,GRO,Huitzuco de los Figueroa
sat_municipio_841,034,GUA,Santa Catarina
sat_municipio_842,034,HID,Lolotla
sat_municipio_843,034,JAL,Ejutla
sat_municipio_844,034,MEX,Ecatzingo
sat_municipio_845,034,MIC,Hidalgo
sat_municipio_846,034,NLE,Marín
sat_municipio_847,034,OAX,Guadalupe de Ramírez
sat_municipio_848,034,PUE,Coronango
sat_municipio_849,034,SLP,San Vicente Tancuayalab
sat_municipio_850,034,SON,Huépac
sat_municipio_851,034,TAM,San Carlos
sat_municipio_852,034,TLA,Tlaxco
sat_municipio_853,034,VER,Cerro Azul
sat_municipio_854,034,YUC,Hocabá
sat_municipio_855,034,ZAC,Nochistlán de Mejía
sat_municipio_856,035,COA,Torreón
sat_municipio_857,035,CHH,Janos
sat_municipio_858,035,CHP,Frontera Hidalgo
sat_municipio_859,035,DUR,Tepehuanes
sat_municipio_860,035,GRO,Iguala de la Independencia
sat_municipio_861,035,GUA,Santa Cruz de Juventino Rosas
sat_municipio_862,035,HID,Metepec
sat_municipio_863,035,JAL,Encarnación de Díaz
sat_municipio_864,035,MEX,Huehuetoca
sat_municipio_865,035,MIC,La Huacana
sat_municipio_866,035,NLE,Melchor Ocampo
sat_municipio_867,035,OAX,Guelatao de Juárez
sat_municipio_868,035,PUE,Coxcatlán
sat_municipio_869,035,SLP,Soledad de Graciano Sánchez
sat_municipio_870,035,SON,Imuris
sat_municipio_871,035,TAM,San Fernando
sat_municipio_872,035,TLA,Tocatlán
sat_municipio_873,035,VER,Citlaltépetl
sat_municipio_874,035,YUC,Hoctún
sat_municipio_875,035,ZAC,Noria de Ángeles
sat_municipio_876,036,COA,Viesca
sat_municipio_877,036,CHH,Jiménez
sat_municipio_878,036,CHP,La Grandeza
sat_municipio_879,036,DUR,Tlahualilo
sat_municipio_880,036,GRO,Igualapa
sat_municipio_881,036,GUA,Santiago Maravatío
sat_municipio_882,036,HID,San Agustín Metzquititlán
sat_municipio_883,036,JAL,Etzatlán
sat_municipio_884,036,MEX,Hueypoxtla
sat_municipio_885,036,MIC,Huandacareo
sat_municipio_886,036,NLE,Mier y Noriega
sat_municipio_887,036,OAX,Guevea de Humboldt
sat_municipio_888,036,PUE,Coyomeapan
sat_municipio_889,036,SLP,Tamasopo
sat_municipio_890,036,SON,Magdalena
sat_municipio_891,036,TAM,San Nicolás
sat_municipio_892,036,TLA,Totolac
sat_municipio_893,036,VER,Coacoatzintla
sat_municipio_894,036,YUC,Homún
sat_municipio_895,036,ZAC,Ojocaliente
sat_municipio_896,037,COA,Villa Unión
sat_municipio_897,037,CHH,Juárez
sat_municipio_898,037,CHP,Huehuetán
sat_municipio_899,037,DUR,Topia
sat_municipio_900,037,GRO,Ixcateopan de Cuauhtémoc
sat_municipio_901,037,GUA,Silao de la Victoria
sat_municipio_902,037,HID,Metztitlán
sat_municipio_903,037,JAL,El Grullo
sat_municipio_904,037,MEX,Huixquilucan
sat_municipio_905,037,MIC,Huaniqueo
sat_municipio_906,037,NLE,Mina
sat_municipio_907,037,OAX,Mesones Hidalgo
sat_municipio_908,037,PUE,Coyotepec
sat_municipio_909,037,SLP,Tamazunchale
sat_municipio_910,037,SON,Mazatán
sat_municipio_911,037,TAM,Soto la Marina
sat_municipio_912,037,TLA,Ziltlaltépec de Trinidad Sánchez Santos
sat_municipio_913,037,VER,Coahuitlán
sat_municipio_914,037,YUC,Huhí
sat_municipio_915,037,ZAC,Pánuco
sat_municipio_916,038,COA,Zaragoza
sat_municipio_917,038,CHH,Julimes
sat_municipio_918,038,CHP,Huixtán
sat_municipio_919,038,DUR,Vicente Guerrero
sat_municipio_920,038,GRO,Zihuatanejo de Azueta
sat_municipio_921,038,GUA,Tarandacuao
sat_municipio_922,038,HID,Mineral del Chico
sat_municipio_923,038,JAL,Guachinango
sat_municipio_924,038,MEX,Isidro Fabela
sat_municipio_925,038,MIC,Huetamo
sat_municipio_926,038,NLE,Montemorelos
sat_municipio_927,038,OAX,Villa Hidalgo
sat_municipio_928,038,PUE,Cuapiaxtla de Madero
sat_municipio_929,038,SLP,Tampacán
sat_municipio_930,038,SON,Moctezuma
sat_municipio_931,038,TAM,Tampico
sat_municipio_932,038,TLA,Tzompantepec
sat_municipio_933,038,VER,Coatepec
sat_municipio_934,038,YUC,Hunucmá
sat_municipio_935,038,ZAC,Pinos
sat_municipio_936,039,CHH,López
sat_municipio_937,039,CHP,Huitiupán
sat_municipio_938,039,DUR,Nuevo Ideal
sat_municipio_939,039,GRO,Juan R. Escudero
sat_municipio_940,039,GUA,Tarimoro
sat_municipio_941,039,HID,Mineral del Monte
sat_municipio_942,039,JAL,Guadalajara
sat_municipio_943,039,MEX,Ixtapaluca
sat_municipio_944,039,MIC,Huiramba
sat_municipio_945,039,NLE,Monterrey
sat_municipio_946,039,OAX,Heroica Ciudad de Huajuapan de León
sat_municipio_947,039,PUE,Cuautempan
sat_municipio_948,039,SLP,Tampamolón Corona
sat_municipio_949,039,SON,Naco
sat_municipio_950,039,TAM,Tula
sat_municipio_951,039,TLA,Xaloztoc
sat_municipio_952,039,VER,Coatzacoalcos
sat_municipio_953,039,YUC,Ixil
sat_municipio_954,039,ZAC,Río Grande
sat_municipio_955,040,CHH,Madera
sat_municipio_956,040,CHP,Huixtla
sat_municipio_957,040,GRO,Leonardo Bravo
sat_municipio_958,040,GUA,Tierra Blanca
sat_municipio_959,040,HID,La Misión
sat_municipio_960,040,JAL,Hostotipaquillo
sat_municipio_961,040,MEX,Ixtapan de la Sal
sat_municipio_962,040,MIC,Indaparapeo
sat_municipio_963,040,NLE,Parás
sat_municipio_964,040,OAX,Huautepec
sat_municipio_965,040,PUE,Cuautinchán
sat_municipio_966,040,SLP,Tamuín
sat_municipio_967,040,SON,Nácori Chico
sat_municipio_968,040,TAM,Valle Hermoso
sat_municipio_969,040,TLA,Xaltocan
sat_municipio_970,040,VER,Coatzintla
sat_municipio_971,040,YUC,Izamal
sat_municipio_972,040,ZAC,Sain Alto
sat_municipio_973,041,CHH,Maguarichi
sat_municipio_974,041,CHP,La Independencia
sat_municipio_975,041,GRO,Malinaltepec
sat_municipio_976,041,GUA,Uriangato
sat_municipio_977,041,HID,Mixquiahuala de Juárez
sat_municipio_978,041,JAL,Huejúcar
sat_municipio_979,041,MEX,Ixtapan del Oro
sat_municipio_980,041,MIC,Irimbo
sat_municipio_981,041,NLE,Pesquería
sat_municipio_982,041,OAX,Huautla de Jiménez
sat_municipio_983,041,PUE,Cuautlancingo
sat_municipio_984,041,SLP,Tanlajás
sat_municipio_985,041,SON,Nacozari de García
sat_municipio_986,041,TAM,Victoria
sat_municipio_987,041,TLA,Papalotla de Xicohténcatl
sat_municipio_988,041,VER,Coetzala
sat_municipio_989,041,YUC,Kanasín
sat_municipio_990,041,ZAC,El Salvador
sat_municipio_991,042,CHH,Manuel Benavides
sat_municipio_992,042,CHP,Ixhuatán
sat_municipio_993,042,GRO,Mártir de Cuilapan
sat_municipio_994,042,GUA,Valle de Santiago
sat_municipio_995,042,HID,Molango de Escamilla
sat_municipio_996,042,JAL,Huejuquilla el Alto
sat_municipio_997,042,MEX,Ixtlahuaca
sat_municipio_998,042,MIC,Ixtlán
sat_municipio_999,042,NLE,Los Ramones
sat_municipio_1000,042,OAX,Ixtlán de Juárez
sat_municipio_1001,042,PUE,Cuayuca de Andrade
sat_municipio_1002,042,SLP,Tanquián de Escobedo
sat_municipio_1003,042,SON,Navojoa
sat_municipio_1004,042,TAM,Villagrán
sat_municipio_1005,042,TLA,Xicohtzinco
sat_municipio_1006,042,VER,Colipa
sat_municipio_1007,042,YUC,Kantunil
sat_municipio_1008,042,ZAC,Sombrerete
sat_municipio_1009,043,CHH,Matachí
sat_municipio_1010,043,CHP,Ixtacomitán
sat_municipio_1011,043,GRO,Metlatónoc
sat_municipio_1012,043,GUA,Victoria
sat_municipio_1013,043,HID,Nicolás Flores
sat_municipio_1014,043,JAL,La Huerta
sat_municipio_1015,043,MEX,Xalatlaco
sat_municipio_1016,043,MIC,Jacona
sat_municipio_1017,043,NLE,Rayones
sat_municipio_1018,043,OAX,Heroica Ciudad de Juchitán de Zaragoza
sat_municipio_1019,043,PUE,Cuetzalan del Progreso
sat_municipio_1020,043,SLP,Tierra Nueva
sat_municipio_1021,043,SON,Nogales
sat_municipio_1022,043,TAM,Xicoténcatl
sat_municipio_1023,043,TLA,Yauhquemehcan
sat_municipio_1024,043,VER,Comapa
sat_municipio_1025,043,YUC,Kaua
sat_municipio_1026,043,ZAC,Susticacán
sat_municipio_1027,044,CHH,Matamoros
sat_municipio_1028,044,CHP,Ixtapa
sat_municipio_1029,044,GRO,Mochitlán
sat_municipio_1030,044,GUA,Villagrán
sat_municipio_1031,044,HID,Nopala de Villagrán
sat_municipio_1032,044,JAL,Ixtlahuacán de los Membrillos
sat_municipio_1033,044,MEX,Jaltenco
sat_municipio_1034,044,MIC,Jiménez
sat_municipio_1035,044,NLE,Sabinas Hidalgo
sat_municipio_1036,044,OAX,Loma Bonita
sat_municipio_1037,044,PUE,Cuyoaco
sat_municipio_1038,044,SLP,Vanegas
sat_municipio_1039,044,SON,Onavas
sat_municipio_1040,044,TLA,Zacatelco
sat_municipio_1041,044,VER,Córdoba
sat_municipio_1042,044,YUC,Kinchil
sat_municipio_1043,044,ZAC,Tabasco
sat_municipio_1044,045,CHH,Meoqui
sat_municipio_1045,045,CHP,Ixtapangajoya
sat_municipio_1046,045,GRO,Olinalá
sat_municipio_1047,045,GUA,Xichú
sat_municipio_1048,045,HID,Omitlán de Juárez
sat_municipio_1049,045,JAL,Ixtlahuacán del Río
sat_municipio_1050,045,MEX,Jilotepec
sat_municipio_1051,045,MIC,Jiquilpan
sat_municipio_1052,045,NLE,Salinas Victoria
sat_municipio_1053,045,OAX,Magdalena Apasco
sat_municipio_1054,045,PUE,Chalchicomula de Sesma
sat_municipio_1055,045,SLP,Venado
sat_municipio_1056,045,SON,Opodepe
sat_municipio_1057,045,TLA,Benito Juárez
sat_municipio_1058,045,VER,Cosamaloapan de Carpio
sat_municipio_1059,045,YUC,Kopomá
sat_municipio_1060,045,ZAC,Tepechitlán
sat_municipio_1061,046,CHH,Morelos
sat_municipio_1062,046,CHP,Jiquipilas
sat_municipio_1063,046,GRO,Ometepec
sat_municipio_1064,046,GUA,Yuriria
sat_municipio_1065,046,HID,San Felipe Orizatlán
sat_municipio_1066,046,JAL,Jalostotitlán
sat_municipio_1067,046,MEX,Jilotzingo
sat_municipio_1068,046,MIC,Juárez
sat_municipio_1069,046,NLE,San Nicolás de los Garza
sat_municipio_1070,046,OAX,Magdalena Jaltepec
sat_municipio_1071,046,PUE,Chapulco
sat_municipio_1072,046,SLP,Villa de Arriaga
sat_municipio_1073,046,SON,Oquitoa
sat_municipio_1074,046,TLA,Emiliano Zapata
sat_municipio_1075,046,VER,Cosautlán de Carvajal
sat_municipio_1076,046,YUC,Mama
sat_municipio_1077,046,ZAC,Tepetongo
sat_municipio_1078,047,CHH,Moris
sat_municipio_1079,047,CHP,Jitotol
sat_municipio_1080,047,GRO,Pedro Ascencio Alquisiras
sat_municipio_1081,047,HID,Pacula
sat_municipio_1082,047,JAL,Jamay
sat_municipio_1083,047,MEX,Jiquipilco
sat_municipio_1084,047,MIC,Jungapeo
sat_municipio_1085,047,NLE,Hidalgo
sat_municipio_1086,047,OAX,Santa Magdalena Jicotlán
sat_municipio_1087,047,PUE,Chiautla
sat_municipio_1088,047,SLP,Villa de Guadalupe
sat_municipio_1089,047,SON,Pitiquito
sat_municipio_1090,047,TLA,Lázaro Cárdenas
sat_municipio_1091,047,VER,Coscomatepec
sat_municipio_1092,047,YUC,Maní
sat_municipio_1093,047,ZAC,Teúl de González Ortega
sat_municipio_1094,048,CHH,Namiquipa
sat_municipio_1095,048,CHP,Juárez
sat_municipio_1096,048,GRO,Petatlán
sat_municipio_1097,048,HID,Pachuca de Soto
sat_municipio_1098,048,JAL,Jesús María
sat_municipio_1099,048,MEX,Jocotitlán
sat_municipio_1100,048,MIC,Lagunillas
sat_municipio_1101,048,NLE,Santa Catarina
sat_municipio_1102,048,OAX,Magdalena Mixtepec
sat_municipio_1103,048,PUE,Chiautzingo
sat_municipio_1104,048,SLP,Villa de la Paz
sat_municipio_1105,048,SON,Puerto Peñasco
sat_municipio_1106,048,TLA,La Magdalena Tlaltelulco
sat_municipio_1107,048,VER,Cosoleacaque
sat_municipio_1108,048,YUC,Maxcanú
sat_municipio_1109,048,ZAC,Tlaltenango de Sánchez Román
sat_municipio_1110,049,CHH,Nonoava
sat_municipio_1111,049,CHP,Larráinzar
sat_municipio_1112,049,GRO,Pilcaya
sat_municipio_1113,049,HID,Pisaflores
sat_municipio_1114,049,JAL,Jilotlán de los Dolores
sat_municipio_1115,049,MEX,Joquicingo
sat_municipio_1116,049,MIC,Madero
sat_municipio_1117,049,NLE,Santiago
sat_municipio_1118,049,OAX,Magdalena Ocotlán
sat_municipio_1119,049,PUE,Chiconcuautla
sat_municipio_1120,049,SLP,Villa de Ramos
sat_municipio_1121,049,SON,Quiriego
sat_municipio_1122,049,TLA,San Damián Texóloc
sat_municipio_1123,049,VER,Cotaxtla
sat_municipio_1124,049,YUC,Mayapán
sat_municipio_1125,049,ZAC,Valparaíso
sat_municipio_1126,050,CHH,Nuevo Casas Grandes
sat_municipio_1127,050,CHP,La Libertad
sat_municipio_1128,050,GRO,Pungarabato
sat_municipio_1129,050,HID,Progreso de Obregón
sat_municipio_1130,050,JAL,Jocotepec
sat_municipio_1131,050,MEX,Juchitepec
sat_municipio_1132,050,MIC,Maravatío
sat_municipio_1133,050,NLE,Vallecillo
sat_municipio_1134,050,OAX,Magdalena Peñasco
sat_municipio_1135,050,PUE,Chichiquila
sat_municipio_1136,050,SLP,Villa de Reyes
sat_municipio_1137,050,SON,Rayón
sat_municipio_1138,050,TLA,San Francisco Tetlanohcan
sat_municipio_1139,050,VER,Coxquihui
sat_municipio_1140,050,YUC,Mérida
sat_municipio_1141,050,ZAC,Vetagrande
sat_municipio_1142,051,CHH,Ocampo
sat_municipio_1143,051,CHP,Mapastepec
sat_municipio_1144,051,GRO,Quechultenango
sat_municipio_1145,051,HID,Mineral de la Reforma
sat_municipio_1146,051,JAL,Juanacatlán
sat_municipio_1147,051,MEX,Lerma
sat_municipio_1148,051,MIC,Marcos Castellanos
sat_municipio_1149,051,NLE,Villaldama
sat_municipio_1150,051,OAX,Magdalena Teitipac
sat_municipio_1151,051,PUE,Chietla
sat_municipio_1152,051,SLP,Villa Hidalgo
sat_municipio_1153,051,SON,Rosario
sat_municipio_1154,051,TLA,San Jerónimo Zacualpan
sat_municipio_1155,051,VER,Coyutla
sat_municipio_1156,051,YUC,Mocochá
sat_municipio_1157,051,ZAC,Villa de Cos
sat_municipio_1158,052,CHH,Ojinaga
sat_municipio_1159,052,CHP,Las Margaritas
sat_municipio_1160,052,GRO,San Luis Acatlán
sat_municipio_1161,052,HID,San Agustín Tlaxiaca
sat_municipio_1162,052,JAL,Juchitlán
sat_municipio_1163,052,MEX,Malinalco
sat_municipio_1164,052,MIC,Lázaro Cárdenas
sat_municipio_1165,052,OAX,Magdalena Tequisistlán
sat_municipio_1166,052,PUE,Chigmecatitlán
sat_municipio_1167,052,SLP,Villa Juárez
sat_municipio_1168,052,SON,Sahuaripa
sat_municipio_1169,052,TLA,San José Teacalco
sat_municipio_1170,052,VER,Cuichapa
sat_municipio_1171,052,YUC,Motul
sat_municipio_1172,052,ZAC,Villa García
sat_municipio_1173,053,CHH,Praxedis G. Guerrero
sat_municipio_1174,053,CHP,Mazapa de Madero
sat_municipio_1175,053,GRO,San Marcos
sat_municipio_1176,053,HID,San Bartolo Tutotepec
sat_municipio_1177,053,JAL,Lagos de Moreno
sat_municipio_1178,053,MEX,Melchor Ocampo
sat_municipio_1179,053,MIC,Morelia
sat_municipio_1180,053,OAX,Magdalena Tlacotepec
sat_municipio_1181,053,PUE,Chignahuapan
sat_municipio_1182,053,SLP,Axtla de Terrazas
sat_municipio_1183,053,SON,San Felipe de Jesús
sat_municipio_1184,053,TLA,San Juan Huactzinco
sat_municipio_1185,053,VER,Cuitláhuac
sat_municipio_1186,053,YUC,Muna
sat_municipio_1187,053,ZAC,Villa González Ortega
sat_municipio_1188,054,CHH,Riva Palacio
sat_municipio_1189,054,CHP,Mazatán
sat_municipio_1190,054,GRO,San Miguel Totolapan
sat_municipio_1191,054,HID,San Salvador
sat_municipio_1192,054,JAL,El Limón
sat_municipio_1193,054,MEX,Metepec
sat_municipio_1194,054,MIC,Morelos
sat_municipio_1195,054,OAX,Magdalena Zahuatlán
sat_municipio_1196,054,PUE,Chignautla
sat_municipio_1197,054,SLP,Xilitla
sat_municipio_1198,054,SON,San Javier
sat_municipio_1199,054,TLA,San Lorenzo Axocomanitla
sat_municipio_1200,054,VER,Chacaltianguis
sat_municipio_1201,054,YUC,Muxupip
sat_municipio_1202,054,ZAC,Villa Hidalgo
sat_municipio_1203,055,CHH,Rosales
sat_municipio_1204,055,CHP,Metapa
sat_municipio_1205,055,GRO,Taxco de Alarcón
sat_municipio_1206,055,HID,Santiago de Anaya
sat_municipio_1207,055,JAL,Magdalena
sat_municipio_1208,055,MEX,Mexicaltzingo
sat_municipio_1209,055,MIC,Múgica
sat_municipio_1210,055,OAX,Mariscala de Juárez
sat_municipio_1211,055,PUE,Chila
sat_municipio_1212,055,SLP,Zaragoza
sat_municipio_1213,055,SON,San Luis Río Colorado
sat_municipio_1214,055,TLA,San Lucas Tecopilco
sat_municipio_1215,055,VER,Chalma
